sample_id,sra_study,bioproject
SAMEA10314362,ERP115476,PRJEB32762
SAMEA5858690,ERP115476,PRJEB32762
SAMEA5858864,ERP115476,PRJEB32762
SAMEA10315115,ERP115476,PRJEB32762
SAMEA5661875,ERP115476,PRJEB32762
SAMEA5858608,ERP115476,PRJEB32762
SAMEA5662219,ERP115476,PRJEB32762
SAMEA10315606,ERP115476,PRJEB32762
SAMEA10315727,ERP115476,PRJEB32762
SAMEA5858763,ERP115476,PRJEB32762
SAMEA5661988,ERP115476,PRJEB32762
SAMEA10315089,ERP115476,PRJEB32762
SAMEA10315797,ERP115476,PRJEB32762
SAMEA5661658,ERP115476,PRJEB32762
SAMEA10314230,ERP115476,PRJEB32762
SAMEA10314936,ERP115476,PRJEB32762
SAMEA5661561,ERP115476,PRJEB32762
SAMEA10314859,ERP115476,PRJEB32762
SAMEA5661956,ERP115476,PRJEB32762
SAMEA10313349,ERP115476,PRJEB32762
SAMEA10314158,ERP115476,PRJEB32762
SAMEA10313700,ERP115476,PRJEB32762
SAMEA10314792,ERP115476,PRJEB32762
SAMEA10314389,ERP115476,PRJEB32762
SAMEA10313431,ERP115476,PRJEB32762
SAMEA10315833,ERP115476,PRJEB32762
SAMEA10313768,ERP115476,PRJEB32762
SAMEA10314704,ERP115476,PRJEB32762
SAMEA10314710,ERP115476,PRJEB32762
SAMEA5661728,ERP115476,PRJEB32762
SAMEA5661873,ERP115476,PRJEB32762
SAMEA10316046,ERP115476,PRJEB32762
SAMEA10314731,ERP115476,PRJEB32762
SAMEA10314269,ERP115476,PRJEB32762
SAMEA5661732,ERP115476,PRJEB32762
SAMEA10315826,ERP115476,PRJEB32762
SAMEA5661905,ERP115476,PRJEB32762
SAMEA5662118,ERP115476,PRJEB32762
SAMEA10315046,ERP115476,PRJEB32762
SAMEA10314671,ERP115476,PRJEB32762
SAMEA5662341,ERP115476,PRJEB32762
SAMEA10313450,ERP115476,PRJEB32762
SAMEA5662042,ERP115476,PRJEB32762
SAMEA10314060,ERP115476,PRJEB32762
SAMEA10314551,ERP115476,PRJEB32762
SAMEA5662250,ERP115476,PRJEB32762
SAMEA5662066,ERP115476,PRJEB32762
SAMEA10313708,ERP115476,PRJEB32762
SAMEA14509605,ERP115476,PRJEB32762
SAMEA5661973,ERP115476,PRJEB32762
SAMEA5661810,ERP115476,PRJEB32762
SAMEA5661996,ERP115476,PRJEB32762
SAMEA10313786,ERP115476,PRJEB32762
SAMEA10315016,ERP115476,PRJEB32762
SAMEA5661737,ERP115476,PRJEB32762
SAMEA10314732,ERP115476,PRJEB32762
SAMEA10313799,ERP115476,PRJEB32762
SAMEA10313832,ERP115476,PRJEB32762
SAMEA5662551,ERP115476,PRJEB32762
SAMEA10313380,ERP115476,PRJEB32762
SAMEA5661604,ERP115476,PRJEB32762
SAMEA10314079,ERP115476,PRJEB32762
SAMEA5662096,ERP115476,PRJEB32762
SAMEA10315968,ERP115476,PRJEB32762
SAMEA10314992,ERP115476,PRJEB32762
SAMEA10313827,ERP115476,PRJEB32762
SAMEA5661967,ERP115476,PRJEB32762
SAMEA5661614,ERP115476,PRJEB32762
SAMEA10314991,ERP115476,PRJEB32762
SAMEA10313995,ERP115476,PRJEB32762
SAMEA5662511,ERP115476,PRJEB32762
SAMEA10315671,ERP115476,PRJEB32762
SAMEA10313305,ERP115476,PRJEB32762
SAMEA10313439,ERP115476,PRJEB32762
SAMEA10313928,ERP115476,PRJEB32762
SAMEA10314019,ERP115476,PRJEB32762
SAMEA10313742,ERP115476,PRJEB32762
SAMEA10315709,ERP115476,PRJEB32762
SAMEA5858665,ERP115476,PRJEB32762
SAMEA5661844,ERP115476,PRJEB32762
SAMEA5662550,ERP115476,PRJEB32762
SAMEA10314570,ERP115476,PRJEB32762
SAMEA5661689,ERP115476,PRJEB32762
SAMEA5661533,ERP115476,PRJEB32762
SAMEA10313503,ERP115476,PRJEB32762
SAMEA10315631,ERP115476,PRJEB32762
SAMEA5662150,ERP115476,PRJEB32762
SAMEA10316032,ERP115476,PRJEB32762
SAMEA10314727,ERP115476,PRJEB32762
SAMEA10313496,ERP115476,PRJEB32762
SAMEA5661947,ERP115476,PRJEB32762
SAMEA10314911,ERP115476,PRJEB32762
SAMEA10313704,ERP115476,PRJEB32762
SAMEA10313986,ERP115476,PRJEB32762
SAMEA10315935,ERP115476,PRJEB32762
SAMEA10313681,ERP115476,PRJEB32762
SAMEA10313462,ERP115476,PRJEB32762
SAMEA5662361,ERP115476,PRJEB32762
SAMEA10313807,ERP115476,PRJEB32762
SAMEA10313520,ERP115476,PRJEB32762
SAMEA10314245,ERP115476,PRJEB32762
SAMEA10315011,ERP115476,PRJEB32762
SAMEA10313280,ERP115476,PRJEB32762
SAMEA5661943,ERP115476,PRJEB32762
SAMEA10315000,ERP115476,PRJEB32762
SAMEA10315959,ERP115476,PRJEB32762
SAMEA10313447,ERP115476,PRJEB32762
SAMEA5661759,ERP115476,PRJEB32762
SAMEA5661661,ERP115476,PRJEB32762
SAMEA10314893,ERP115476,PRJEB32762
SAMEA10315072,ERP115476,PRJEB32762
SAMEA5661939,ERP115476,PRJEB32762
SAMEA5662268,ERP115476,PRJEB32762
SAMEA5662531,ERP115476,PRJEB32762
SAMEA10314847,ERP115476,PRJEB32762
SAMEA10314939,ERP115476,PRJEB32762
SAMEA10314390,ERP115476,PRJEB32762
SAMEA10314027,ERP115476,PRJEB32762
SAMEA10314829,ERP115476,PRJEB32762
SAMEA10316014,ERP115476,PRJEB32762
SAMEA10314239,ERP115476,PRJEB32762
SAMEA5662433,ERP115476,PRJEB32762
SAMEA10313669,ERP115476,PRJEB32762
SAMEA5661613,ERP115476,PRJEB32762
SAMEA10313627,ERP115476,PRJEB32762
SAMEA10313731,ERP115476,PRJEB32762
SAMEA10314916,ERP115476,PRJEB32762
SAMEA10313804,ERP115476,PRJEB32762
SAMEA10314373,ERP115476,PRJEB32762
SAMEA10314672,ERP115476,PRJEB32762
SAMEA10314379,ERP115476,PRJEB32762
SAMEA10315940,ERP115476,PRJEB32762
SAMEA10313741,ERP115476,PRJEB32762
SAMEA5661906,ERP115476,PRJEB32762
SAMEA10314983,ERP115476,PRJEB32762
SAMEA10313573,ERP115476,PRJEB32762
SAMEA10314976,ERP115476,PRJEB32762
SAMEA5661884,ERP115476,PRJEB32762
SAMEA5858624,ERP115476,PRJEB32762
SAMEA10314548,ERP115476,PRJEB32762
SAMEA10315742,ERP115476,PRJEB32762
SAMEA5661571,ERP115476,PRJEB32762
SAMEA10315087,ERP115476,PRJEB32762
SAMEA10315007,ERP115476,PRJEB32762
SAMEA10314681,ERP115476,PRJEB32762
SAMEA10315626,ERP115476,PRJEB32762
SAMEA10315910,ERP115476,PRJEB32762
SAMEA5662154,ERP115476,PRJEB32762
SAMEA5662112,ERP115476,PRJEB32762
SAMEA10313607,ERP115476,PRJEB32762
SAMEA5858827,ERP115476,PRJEB32762
SAMEA5661646,ERP115476,PRJEB32762
SAMEA10313728,ERP115476,PRJEB32762
SAMEA10314233,ERP115476,PRJEB32762
SAMEA5662167,ERP115476,PRJEB32762
SAMEA5661852,ERP115476,PRJEB32762
SAMEA10313693,ERP115476,PRJEB32762
SAMEA10314772,ERP115476,PRJEB32762
SAMEA5858643,ERP115476,PRJEB32762
SAMEA5661976,ERP115476,PRJEB32762
SAMEA10315809,ERP115476,PRJEB32762
SAMEA5858821,ERP115476,PRJEB32762
SAMEA10313357,ERP115476,PRJEB32762
SAMEA10315656,ERP115476,PRJEB32762
SAMEA10314904,ERP115476,PRJEB32762
SAMEA5662079,ERP115476,PRJEB32762
SAMEA10313265,ERP115476,PRJEB32762
SAMEA10314077,ERP115476,PRJEB32762
SAMEA10313473,ERP115476,PRJEB32762
SAMEA5858842,ERP115476,PRJEB32762
SAMEA5661929,ERP115476,PRJEB32762
SAMEA5662291,ERP115476,PRJEB32762
SAMEA10313281,ERP115476,PRJEB32762
SAMEA5858748,ERP115476,PRJEB32762
SAMEA5662281,ERP115476,PRJEB32762
SAMEA10315593,ERP115476,PRJEB32762
SAMEA10315650,ERP115476,PRJEB32762
SAMEA10315617,ERP115476,PRJEB32762
SAMEA10313313,ERP115476,PRJEB32762
SAMEA10313415,ERP115476,PRJEB32762
SAMEA10313443,ERP115476,PRJEB32762
SAMEA10313862,ERP115476,PRJEB32762
SAMEA10314990,ERP115476,PRJEB32762
SAMEA10315716,ERP115476,PRJEB32762
SAMEA10314063,ERP115476,PRJEB32762
SAMEA10314173,ERP115476,PRJEB32762
SAMEA5661922,ERP115476,PRJEB32762
SAMEA5662405,ERP115476,PRJEB32762
SAMEA10313558,ERP115476,PRJEB32762
SAMEA10313442,ERP115476,PRJEB32762
SAMEA5661680,ERP115476,PRJEB32762
SAMEA5661626,ERP115476,PRJEB32762
SAMEA10313783,ERP115476,PRJEB32762
SAMEA10313487,ERP115476,PRJEB32762
SAMEA10314871,ERP115476,PRJEB32762
SAMEA5661907,ERP115476,PRJEB32762
SAMEA10314596,ERP115476,PRJEB32762
SAMEA10314760,ERP115476,PRJEB32762
SAMEA5661817,ERP115476,PRJEB32762
SAMEA5663929,ERP115476,PRJEB32762
SAMEA5661775,ERP115476,PRJEB32762
SAMEA5662529,ERP115476,PRJEB32762
SAMEA5661629,ERP115476,PRJEB32762
SAMEA5661573,ERP115476,PRJEB32762
SAMEA5661514,ERP115476,PRJEB32762
SAMEA5662376,ERP115476,PRJEB32762
SAMEA10314010,ERP115476,PRJEB32762
SAMEA10315942,ERP115476,PRJEB32762
SAMEA10313682,ERP115476,PRJEB32762
SAMEA10315684,ERP115476,PRJEB32762
SAMEA5661600,ERP115476,PRJEB32762
SAMEA5661660,ERP115476,PRJEB32762
SAMEA10313363,ERP115476,PRJEB32762
SAMEA10315091,ERP115476,PRJEB32762
SAMEA10314627,ERP115476,PRJEB32762
SAMEA10313469,ERP115476,PRJEB32762
SAMEA5661710,ERP115476,PRJEB32762
SAMEA10314728,ERP115476,PRJEB32762
SAMEA10313968,ERP115476,PRJEB32762
SAMEA5662187,ERP115476,PRJEB32762
SAMEA5661631,ERP115476,PRJEB32762
SAMEA10313353,ERP115476,PRJEB32762
SAMEA10314044,ERP115476,PRJEB32762
SAMEA5661825,ERP115476,PRJEB32762
SAMEA10313895,ERP115476,PRJEB32762
SAMEA5661587,ERP115476,PRJEB32762
SAMEA5661601,ERP115476,PRJEB32762
SAMEA10315049,ERP115476,PRJEB32762
SAMEA10314202,ERP115476,PRJEB32762
SAMEA5662043,ERP115476,PRJEB32762
SAMEA5661878,ERP115476,PRJEB32762
SAMEA10314332,ERP115476,PRJEB32762
SAMEA10314053,ERP115476,PRJEB32762
SAMEA10315838,ERP115476,PRJEB32762
SAMEA10315576,ERP115476,PRJEB32762
SAMEA10313659,ERP115476,PRJEB32762
SAMEA10315583,ERP115476,PRJEB32762
SAMEA10315957,ERP115476,PRJEB32762
SAMEA5661974,ERP115476,PRJEB32762
SAMEA10313905,ERP115476,PRJEB32762
SAMEA10313852,ERP115476,PRJEB32762
SAMEA5662521,ERP115476,PRJEB32762
SAMEA10313981,ERP115476,PRJEB32762
SAMEA5858879,ERP115476,PRJEB32762
SAMEA5858737,ERP115476,PRJEB32762
SAMEA5661657,ERP115476,PRJEB32762
SAMEA5661555,ERP115476,PRJEB32762
SAMEA10313490,ERP115476,PRJEB32762
SAMEA10314796,ERP115476,PRJEB32762
SAMEA5661552,ERP115476,PRJEB32762
SAMEA5661793,ERP115476,PRJEB32762
SAMEA10313528,ERP115476,PRJEB32762
SAMEA5661546,ERP115476,PRJEB32762
SAMEA5858682,ERP115476,PRJEB32762
SAMEA10315120,ERP115476,PRJEB32762
SAMEA5661928,ERP115476,PRJEB32762
SAMEA5661868,ERP115476,PRJEB32762
SAMEA5662321,ERP115476,PRJEB32762
SAMEA10313816,ERP115476,PRJEB32762
SAMEA10314711,ERP115476,PRJEB32762
SAMEA10313936,ERP115476,PRJEB32762
SAMEA10314840,ERP115476,PRJEB32762
SAMEA10314264,ERP115476,PRJEB32762
SAMEA5662343,ERP115476,PRJEB32762
SAMEA10314045,ERP115476,PRJEB32762
SAMEA10313582,ERP115476,PRJEB32762
SAMEA10314801,ERP115476,PRJEB32762
SAMEA5662403,ERP115476,PRJEB32762
SAMEA10313249,ERP115476,PRJEB32762
SAMEA10315715,ERP115476,PRJEB32762
SAMEA10313324,ERP115476,PRJEB32762
SAMEA5662282,ERP115476,PRJEB32762
SAMEA10313404,ERP115476,PRJEB32762
SAMEA5661592,ERP115476,PRJEB32762
SAMEA10314566,ERP115476,PRJEB32762
SAMEA5661977,ERP115476,PRJEB32762
SAMEA5661583,ERP115476,PRJEB32762
SAMEA10313655,ERP115476,PRJEB32762
SAMEA10314734,ERP115476,PRJEB32762
SAMEA10313859,ERP115476,PRJEB32762
SAMEA5661496,ERP115476,PRJEB32762
SAMEA5661586,ERP115476,PRJEB32762
SAMEA5661507,ERP115476,PRJEB32762
SAMEA5858700,ERP115476,PRJEB32762
SAMEA5858716,ERP115476,PRJEB32762
SAMEA10315037,ERP115476,PRJEB32762
SAMEA10315837,ERP115476,PRJEB32762
SAMEA5662533,ERP115476,PRJEB32762
SAMEA10314251,ERP115476,PRJEB32762
SAMEA10313464,ERP115476,PRJEB32762
SAMEA10314882,ERP115476,PRJEB32762
SAMEA10314746,ERP115476,PRJEB32762
SAMEA5661788,ERP115476,PRJEB32762
SAMEA5662136,ERP115476,PRJEB32762
SAMEA5662196,ERP115476,PRJEB32762
SAMEA5858754,ERP115476,PRJEB32762
SAMEA5661891,ERP115476,PRJEB32762
SAMEA10315589,ERP115476,PRJEB32762
SAMEA10314358,ERP115476,PRJEB32762
SAMEA10314007,ERP115476,PRJEB32762
SAMEA5662205,ERP115476,PRJEB32762
SAMEA5662058,ERP115476,PRJEB32762
SAMEA10314954,ERP115476,PRJEB32762
SAMEA5662024,ERP115476,PRJEB32762
SAMEA5662335,ERP115476,PRJEB32762
SAMEA5662216,ERP115476,PRJEB32762
SAMEA5662293,ERP115476,PRJEB32762
SAMEA10315955,ERP115476,PRJEB32762
SAMEA10313541,ERP115476,PRJEB32762
SAMEA5662548,ERP115476,PRJEB32762
SAMEA10313805,ERP115476,PRJEB32762
SAMEA5858659,ERP115476,PRJEB32762
SAMEA10315974,ERP115476,PRJEB32762
SAMEA5858662,ERP115476,PRJEB32762
SAMEA10314951,ERP115476,PRJEB32762
SAMEA10315767,ERP115476,PRJEB32762
SAMEA5662317,ERP115476,PRJEB32762
SAMEA10315033,ERP115476,PRJEB32762
SAMEA10313817,ERP115476,PRJEB32762
SAMEA10313771,ERP115476,PRJEB32762
SAMEA10313814,ERP115476,PRJEB32762
SAMEA10314145,ERP115476,PRJEB32762
SAMEA5661745,ERP115476,PRJEB32762
SAMEA10313792,ERP115476,PRJEB32762
SAMEA10313855,ERP115476,PRJEB32762
SAMEA10314689,ERP115476,PRJEB32762
SAMEA5662331,ERP115476,PRJEB32762
SAMEA5858789,ERP115476,PRJEB32762
SAMEA10314935,ERP115476,PRJEB32762
SAMEA5662085,ERP115476,PRJEB32762
SAMEA5858858,ERP115476,PRJEB32762
SAMEA10314200,ERP115476,PRJEB32762
SAMEA10315824,ERP115476,PRJEB32762
SAMEA5662153,ERP115476,PRJEB32762
SAMEA10314300,ERP115476,PRJEB32762
SAMEA5661656,ERP115476,PRJEB32762
SAMEA5858769,ERP115476,PRJEB32762
SAMEA5662102,ERP115476,PRJEB32762
SAMEA10315966,ERP115476,PRJEB32762
SAMEA5858804,ERP115476,PRJEB32762
SAMEA10315943,ERP115476,PRJEB32762
SAMEA10313367,ERP115476,PRJEB32762
SAMEA5661643,ERP115476,PRJEB32762
SAMEA10313835,ERP115476,PRJEB32762
SAMEA10315118,ERP115476,PRJEB32762
SAMEA5662211,ERP115476,PRJEB32762
SAMEA10313633,ERP115476,PRJEB32762
SAMEA10314668,ERP115476,PRJEB32762
SAMEA5662067,ERP115476,PRJEB32762
SAMEA10314804,ERP115476,PRJEB32762
SAMEA10313882,ERP115476,PRJEB32762
SAMEA5662006,ERP115476,PRJEB32762
SAMEA10314963,ERP115476,PRJEB32762
SAMEA5661857,ERP115476,PRJEB32762
SAMEA10313719,ERP115476,PRJEB32762
SAMEA10314381,ERP115476,PRJEB32762
SAMEA5662532,ERP115476,PRJEB32762
SAMEA5661823,ERP115476,PRJEB32762
SAMEA10314065,ERP115476,PRJEB32762
SAMEA5662246,ERP115476,PRJEB32762
SAMEA10314356,ERP115476,PRJEB32762
SAMEA10314071,ERP115476,PRJEB32762
SAMEA10314398,ERP115476,PRJEB32762
SAMEA10313935,ERP115476,PRJEB32762
SAMEA10315078,ERP115476,PRJEB32762
SAMEA10314753,ERP115476,PRJEB32762
SAMEA5662557,ERP115476,PRJEB32762
SAMEA10313726,ERP115476,PRJEB32762
SAMEA10313260,ERP115476,PRJEB32762
SAMEA10313795,ERP115476,PRJEB32762
SAMEA5662193,ERP115476,PRJEB32762
SAMEA10315908,ERP115476,PRJEB32762
SAMEA10313365,ERP115476,PRJEB32762
SAMEA10314953,ERP115476,PRJEB32762
SAMEA5662389,ERP115476,PRJEB32762
SAMEA10314031,ERP115476,PRJEB32762
SAMEA10313529,ERP115476,PRJEB32762
SAMEA10314755,ERP115476,PRJEB32762
SAMEA10314302,ERP115476,PRJEB32762
SAMEA10314016,ERP115476,PRJEB32762
SAMEA5858694,ERP115476,PRJEB32762
SAMEA10313979,ERP115476,PRJEB32762
SAMEA5661664,ERP115476,PRJEB32762
SAMEA10314767,ERP115476,PRJEB32762
SAMEA10313299,ERP115476,PRJEB32762
SAMEA10315020,ERP115476,PRJEB32762
SAMEA10315084,ERP115476,PRJEB32762
SAMEA10316022,ERP115476,PRJEB32762
SAMEA10314386,ERP115476,PRJEB32762
SAMEA10313809,ERP115476,PRJEB32762
SAMEA10314975,ERP115476,PRJEB32762
SAMEA5661706,ERP115476,PRJEB32762
SAMEA10314690,ERP115476,PRJEB32762
SAMEA10314136,ERP115476,PRJEB32762
SAMEA10313495,ERP115476,PRJEB32762
SAMEA10315001,ERP115476,PRJEB32762
SAMEA5662199,ERP115476,PRJEB32762
SAMEA10313617,ERP115476,PRJEB32762
SAMEA10315900,ERP115476,PRJEB32762
SAMEA5662483,ERP115476,PRJEB32762
SAMEA10315792,ERP115476,PRJEB32762
SAMEA10313589,ERP115476,PRJEB32762
SAMEA10313591,ERP115476,PRJEB32762
SAMEA10315035,ERP115476,PRJEB32762
SAMEA5661946,ERP115476,PRJEB32762
SAMEA5858621,ERP115476,PRJEB32762
SAMEA10314937,ERP115476,PRJEB32762
SAMEA5858627,ERP115476,PRJEB32762
SAMEA10313618,ERP115476,PRJEB32762
SAMEA10313754,ERP115476,PRJEB32762
SAMEA5661912,ERP115476,PRJEB32762
SAMEA10313956,ERP115476,PRJEB32762
SAMEA10313931,ERP115476,PRJEB32762
SAMEA10315108,ERP115476,PRJEB32762
SAMEA10315764,ERP115476,PRJEB32762
SAMEA10314021,ERP115476,PRJEB32762
SAMEA5661872,ERP115476,PRJEB32762
SAMEA10314855,ERP115476,PRJEB32762
SAMEA10315998,ERP115476,PRJEB32762
SAMEA10313411,ERP115476,PRJEB32762
SAMEA10315749,ERP115476,PRJEB32762
SAMEA10314555,ERP115476,PRJEB32762
SAMEA10313461,ERP115476,PRJEB32762
SAMEA5858885,ERP115476,PRJEB32762
SAMEA5662388,ERP115476,PRJEB32762
SAMEA10314639,ERP115476,PRJEB32762
SAMEA10314902,ERP115476,PRJEB32762
SAMEA5661837,ERP115476,PRJEB32762
SAMEA5662201,ERP115476,PRJEB32762
SAMEA10315871,ERP115476,PRJEB32762
SAMEA10313980,ERP115476,PRJEB32762
SAMEA10313533,ERP115476,PRJEB32762
SAMEA5858678,ERP115476,PRJEB32762
SAMEA5662555,ERP115476,PRJEB32762
SAMEA5662545,ERP115476,PRJEB32762
SAMEA5661997,ERP115476,PRJEB32762
SAMEA5858859,ERP115476,PRJEB32762
SAMEA10313975,ERP115476,PRJEB32762
SAMEA5661725,ERP115476,PRJEB32762
SAMEA10314881,ERP115476,PRJEB32762
SAMEA5662040,ERP115476,PRJEB32762
SAMEA5661595,ERP115476,PRJEB32762
SAMEA5661897,ERP115476,PRJEB32762
SAMEA10314262,ERP115476,PRJEB32762
SAMEA10314830,ERP115476,PRJEB32762
SAMEA5662269,ERP115476,PRJEB32762
SAMEA5661867,ERP115476,PRJEB32762
SAMEA5858680,ERP115476,PRJEB32762
SAMEA5661497,ERP115476,PRJEB32762
SAMEA10313326,ERP115476,PRJEB32762
SAMEA10315933,ERP115476,PRJEB32762
SAMEA5858635,ERP115476,PRJEB32762
SAMEA5662279,ERP115476,PRJEB32762
SAMEA10313577,ERP115476,PRJEB32762
SAMEA10313970,ERP115476,PRJEB32762
SAMEA10314667,ERP115476,PRJEB32762
SAMEA5662414,ERP115476,PRJEB32762
SAMEA10313703,ERP115476,PRJEB32762
SAMEA10313650,ERP115476,PRJEB32762
SAMEA10313521,ERP115476,PRJEB32762
SAMEA10313702,ERP115476,PRJEB32762
SAMEA5661920,ERP115476,PRJEB32762
SAMEA5661846,ERP115476,PRJEB32762
SAMEA10313963,ERP115476,PRJEB32762
SAMEA10313994,ERP115476,PRJEB32762
SAMEA10315915,ERP115476,PRJEB32762
SAMEA10313410,ERP115476,PRJEB32762
SAMEA5662016,ERP115476,PRJEB32762
SAMEA10313605,ERP115476,PRJEB32762
SAMEA10315054,ERP115476,PRJEB32762
SAMEA10313511,ERP115476,PRJEB32762
SAMEA10314900,ERP115476,PRJEB32762
SAMEA10313925,ERP115476,PRJEB32762
SAMEA10313297,ERP115476,PRJEB32762
SAMEA10313516,ERP115476,PRJEB32762
SAMEA10313602,ERP115476,PRJEB32762
SAMEA5661618,ERP115476,PRJEB32762
SAMEA5662050,ERP115476,PRJEB32762
SAMEA5661665,ERP115476,PRJEB32762
SAMEA5662304,ERP115476,PRJEB32762
SAMEA10313885,ERP115476,PRJEB32762
SAMEA10313616,ERP115476,PRJEB32762
SAMEA10315874,ERP115476,PRJEB32762
SAMEA5661746,ERP115476,PRJEB32762
SAMEA10313690,ERP115476,PRJEB32762
SAMEA10315936,ERP115476,PRJEB32762
SAMEA10314257,ERP115476,PRJEB32762
SAMEA5662480,ERP115476,PRJEB32762
SAMEA10314758,ERP115476,PRJEB32762
SAMEA5661628,ERP115476,PRJEB32762
SAMEA10314167,ERP115476,PRJEB32762
SAMEA10315834,ERP115476,PRJEB32762
SAMEA5662116,ERP115476,PRJEB32762
SAMEA10314291,ERP115476,PRJEB32762
SAMEA5661953,ERP115476,PRJEB32762
SAMEA5661930,ERP115476,PRJEB32762
SAMEA5662421,ERP115476,PRJEB32762
SAMEA10314226,ERP115476,PRJEB32762
SAMEA10314168,ERP115476,PRJEB32762
SAMEA10313738,ERP115476,PRJEB32762
SAMEA5661927,ERP115476,PRJEB32762
SAMEA5662419,ERP115476,PRJEB32762
SAMEA10313758,ERP115476,PRJEB32762
SAMEA5858790,ERP115476,PRJEB32762
SAMEA10313557,ERP115476,PRJEB32762
SAMEA5662284,ERP115476,PRJEB32762
SAMEA10315917,ERP115476,PRJEB32762
SAMEA5662416,ERP115476,PRJEB32762
SAMEA10314062,ERP115476,PRJEB32762
SAMEA10313413,ERP115476,PRJEB32762
SAMEA5662182,ERP115476,PRJEB32762
SAMEA5662400,ERP115476,PRJEB32762
SAMEA10314905,ERP115476,PRJEB32762
SAMEA10313269,ERP115476,PRJEB32762
SAMEA10313781,ERP115476,PRJEB32762
SAMEA5661802,ERP115476,PRJEB32762
SAMEA10315884,ERP115476,PRJEB32762
SAMEA5661881,ERP115476,PRJEB32762
SAMEA10314803,ERP115476,PRJEB32762
SAMEA5662462,ERP115476,PRJEB32762
SAMEA10315056,ERP115476,PRJEB32762
SAMEA5661512,ERP115476,PRJEB32762
SAMEA10314357,ERP115476,PRJEB32762
SAMEA10315613,ERP115476,PRJEB32762
SAMEA5661870,ERP115476,PRJEB32762
SAMEA10315026,ERP115476,PRJEB32762
SAMEA10313880,ERP115476,PRJEB32762
SAMEA5661565,ERP115476,PRJEB32762
SAMEA5662009,ERP115476,PRJEB32762
SAMEA10313463,ERP115476,PRJEB32762
SAMEA5662129,ERP115476,PRJEB32762
SAMEA10314632,ERP115476,PRJEB32762
SAMEA10315804,ERP115476,PRJEB32762
SAMEA5662428,ERP115476,PRJEB32762
SAMEA5858810,ERP115476,PRJEB32762
SAMEA5661531,ERP115476,PRJEB32762
SAMEA10313765,ERP115476,PRJEB32762
SAMEA10314717,ERP115476,PRJEB32762
SAMEA5661569,ERP115476,PRJEB32762
SAMEA10314132,ERP115476,PRJEB32762
SAMEA10315083,ERP115476,PRJEB32762
SAMEA10315627,ERP115476,PRJEB32762
SAMEA10313398,ERP115476,PRJEB32762
SAMEA5662047,ERP115476,PRJEB32762
SAMEA5661695,ERP115476,PRJEB32762
SAMEA5661617,ERP115476,PRJEB32762
SAMEA10314289,ERP115476,PRJEB32762
SAMEA10314378,ERP115476,PRJEB32762
SAMEA5662272,ERP115476,PRJEB32762
SAMEA5662013,ERP115476,PRJEB32762
SAMEA10313990,ERP115476,PRJEB32762
SAMEA5662052,ERP115476,PRJEB32762
SAMEA5662311,ERP115476,PRJEB32762
SAMEA10315859,ERP115476,PRJEB32762
SAMEA5858779,ERP115476,PRJEB32762
SAMEA10314822,ERP115476,PRJEB32762
SAMEA5662095,ERP115476,PRJEB32762
SAMEA5661783,ERP115476,PRJEB32762
SAMEA5662232,ERP115476,PRJEB32762
SAMEA5858663,ERP115476,PRJEB32762
SAMEA5661644,ERP115476,PRJEB32762
SAMEA10313336,ERP115476,PRJEB32762
SAMEA10314919,ERP115476,PRJEB32762
SAMEA5661753,ERP115476,PRJEB32762
SAMEA10314043,ERP115476,PRJEB32762
SAMEA5661550,ERP115476,PRJEB32762
SAMEA10315873,ERP115476,PRJEB32762
SAMEA10313689,ERP115476,PRJEB32762
SAMEA10315956,ERP115476,PRJEB32762
SAMEA5661563,ERP115476,PRJEB32762
SAMEA5662125,ERP115476,PRJEB32762
SAMEA10314997,ERP115476,PRJEB32762
SAMEA10314931,ERP115476,PRJEB32762
SAMEA10315842,ERP115476,PRJEB32762
SAMEA10314076,ERP115476,PRJEB32762
SAMEA10314957,ERP115476,PRJEB32762
SAMEA5661621,ERP115476,PRJEB32762
SAMEA10315831,ERP115476,PRJEB32762
SAMEA10315045,ERP115476,PRJEB32762
SAMEA5662015,ERP115476,PRJEB32762
SAMEA5662426,ERP115476,PRJEB32762
SAMEA10313858,ERP115476,PRJEB32762
SAMEA10314700,ERP115476,PRJEB32762
SAMEA10314372,ERP115476,PRJEB32762
SAMEA5661794,ERP115476,PRJEB32762
SAMEA10313580,ERP115476,PRJEB32762
SAMEA5662503,ERP115476,PRJEB32762
SAMEA5661938,ERP115476,PRJEB32762
SAMEA10313584,ERP115476,PRJEB32762
SAMEA5858844,ERP115476,PRJEB32762
SAMEA5858822,ERP115476,PRJEB32762
SAMEA5858623,ERP115476,PRJEB32762
SAMEA5661548,ERP115476,PRJEB32762
SAMEA10313826,ERP115476,PRJEB32762
SAMEA10315003,ERP115476,PRJEB32762
SAMEA5858633,ERP115476,PRJEB32762
SAMEA10313866,ERP115476,PRJEB32762
SAMEA10313387,ERP115476,PRJEB32762
SAMEA5858852,ERP115476,PRJEB32762
SAMEA5858811,ERP115476,PRJEB32762
SAMEA5858863,ERP115476,PRJEB32762
SAMEA5858791,ERP115476,PRJEB32762
SAMEA10315588,ERP115476,PRJEB32762
SAMEA10315754,ERP115476,PRJEB32762
SAMEA5662465,ERP115476,PRJEB32762
SAMEA5662017,ERP115476,PRJEB32762
SAMEA10314865,ERP115476,PRJEB32762
SAMEA10314268,ERP115476,PRJEB32762
